Company ID,Target Account,Last Modified Date,Lead Status,Total Revenue,Postal Code,Twitter Followers,first_conversion_date_timestamp_earliest_value_61f58f2c,Company Domain Name,Last Touch Converting Campaign,First Touch Converting Campaign,Recent Deal Close Date,hs_analytics_first_visit_timestamp_timestamp_earliest_value_accc17ae,Number of Pageviews,hs_analytics_last_visit_timestamp_timestamp_latest_value_999a0fce,Number of Employees,Site visit complete,Campaign of last booking in meetings tool,Number of decision makers,Time of Last Session,Time of First Session,Number of blockers,Close Date,Ideal Customer Profile Tier,Facebook Fans,Associated Deals,Last Logged Call Date,hs_analytics_source_data_1_timestamp_earliest_value_9b2f1fa1,recent_conversion_date_timestamp_latest_value_72856da1,Recent Deal Amount,Number of times contacted,Number of Sales Activities,All team ids,Last Open Task Date,Original Source Type,Target Account Probability,hs_analytics_num_page_views_cardinality_sum_e46e85b0,First Deal Created Date,recent_conversion_event_name_timestamp_latest_value_66c820bf,Medium of last booking in meetings tool,Facebook Company Page,Create Date,LinkedIn Bio,Date of last meeting booked in meetings tool,City,Name,Number of child companies,Additional Domains,Target Account Recommendation Snooze Time,Total open deal value,All accessible team ids,Number of Sessions,Phone Number,Last Sales Activity Date,first_contact_createdate_timestamp_earliest_value_78b50eea,Company owner,About Us,Last Activity Date,Next Activity Date,Source of last booking in meetings tool,Owner Assigned Date,State/Region,Introduced by,LinkedIn Company Page,Total Money Raised,Created by user ID,Associated Contacts,Original Source Data 1,first_conversion_event_name_timestamp_earliest_value_68ddae0a,Target Account,Number of contacts with a buying role,hs_analytics_source_timestamp_earliest_value_25a3a52c,Original Source Data 2,Lifecycle Stage,Last Booked Meeting Date,Last Contacted,Street Address,HubSpot Team,Twitter Bio,Web Technologies,closedate_timestamp_earliest_value_a2a17e6e,last sales activity date old,Country/Region,Target Account Recommendation State,Merged object IDs,Latest meeting activity,hs_predictivecontactscore_v2_next_max_max_d4e58c1e,First Contact Create Date,hs_analytics_first_touch_converting_campaign_timestamp_earliest_value_4757fe10,Time Zone,Time Last Seen,Time First Seen,All owner ids,Recent Sales Email Replied Date,Type,Website URL,Year Founded,Twitter Handle,hs_analytics_num_visits_cardinality_sum_53d952a6,Google Plus Page,Days to Close,num_conversion_events_cardinality_sum_d095f14b,Description,Annual Revenue,hs_analytics_first_timestamp_timestamp_earliest_value_11e3a63a,hs_analytics_last_timestamp_timestamp_latest_value_4e16365a,Parent Company,Industry,Object create date/time,hs_analytics_source_data_2_timestamp_earliest_value_9b2f9400,Street Address 2,Is Public,hs_analytics_last_touch_converting_campaign_timestamp_latest_value_81a64e30,User IDs of all owners,Avatar FileManager key,Number of open deals,Updated by user ID,Associated Company ID,Associated Company
4712998730,,2020-10-27 15:26,,,80302,,,makeena.com,,,,,0,,10,,,0,,,0,,,,,,,,,1,2,,,Offline Sources,0.408465147,,,,,https://www.facebook.com/makeenaco,2020-10-26 13:15,"Good for you, your family & the planet products that meet your lifestyle or dietary needs. Click on Sign Up to download free iPhone App for cash back!",,Boulder,Makeena Inc,0,,,,,0, +1 303-204-5446,,,Cole Whritenour,Responded,2020-10-26 14:50,,,2020-10-26 13:15,CO,Seamless,https://www.linkedin.com/company/makeena-inc-,176.5K,Cole Whritenour,1,SALES,,,0,,FORWARD_TO_CRM,,,2020-10-26 13:17,1023 Walnut Street,,,Gravity Forms; Amazon S3; Apache; Wordpress; Go Squared; Google Analytics; Twitter Button; Instagram; Google Apps; Mailchimp; MaxCDN,,,United States,,,,,2020-10-26 15:01,,America/Denver,,2020-10-26 15:01,50900484,,,makeena.com,2014,gomakeena,,,,,"Good for you, your family & the planet products that meet your lifestyle or dietary needs. Click on Sign Up to download free iPhone App for cash back!",1000000,,,,Computer Software,,,,false,,11908782,,,Cole Whritenour,,
4712998669,,2020-10-27 15:15,,,500032,,,fabulyst.com,,,,,,,25,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://facebook.com/fabulyst,2020-10-26 13:13,Fabulyst is everyone's very own personal styling buddy. It understands you so well that it personalizes whole internet for you when it comes to fashion.,,Hyderabad,Fabulyst,0,,,,,, +91 70148 56911,,,Cole Whritenour,Not responded,2020-10-26 13:15,,,2020-10-26 13:13,Telangana,Seamless,https://www.linkedin.com/company/fabulyst,351.5K,Cole Whritenour,0,,,,,,,,,2020-10-26 13:15,"G 401, HILL RIDGE SPRINGS, GACHIBOLWI",,,Youtube; Route 53; Amazon S3; Apache; Google Apps; HubSpot; MaxCDN; Cloud Flare,,,India,,,,,,,Asia/Kolkata,,,50900484,,,fabulyst.com,2016,fabulyst,,,,,Fabulyst is everyone's very own personal styling buddy. It understands you so well that it personalizes whole internet for you when it comes to fashion.,10000000,,,,Computer Software,,,,false,,11908782,,,Cole Whritenour,,
4712999590,,2020-10-27 15:15,,,95834,,,yuansfer.com,,,,,,,50,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,,2020-10-26 13:11,"Empowering brands of any size to accept global payments. Yuansfer is a suite of payment solutions including Alipay, WeChat and UnionPay.",,New York,Yuansfer,0,,,,,,(855) 982-6888,,,Cole Whritenour,Not responded,2020-10-26 13:13,,,2020-10-26 13:11,NY,Seamless,,,Cole Whritenour,0,,,,,,,,,2020-10-26 13:13,36-25 Main Street,,,Wordpress; Cloud Flare; Woo Commerce,,,United States,,,,,,,America/New_York,,,50900484,,,yuansfer.com,2016,,,,,,"Empowering brands of any size to accept global payments. Yuansfer is a suite of payment solutions including Alipay, WeChat and UnionPay.",10000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4712998536,,2020-10-28 14:14,,,11205,,,lexset.ai,,,,,0,,10,,,0,,,0,,,,,,,,,1,2,,,Offline Sources,0.408465147,,,,,,2020-10-26 13:08,"LexSet solves the biggest problem for computer vision AI with TDaaS (Training Data as a Service), using 3D content to create photo-realistic synthetic data to train Vision AI models.",,Brooklyn,LexSet,0,,,,,0, +1 908-793-8153,,,Cole Whritenour,Responded,2020-10-28 14:12,,,2020-10-26 13:08,NY,Seamless,https://www.linkedin.com/company/lexset,,Cole Whritenour,1,SALES,,,0,,FORWARD_TO_CRM,,,2020-10-26 13:09,19 Morris Ave,,,Mailchimp; Google Cloud; Go Squared; Facebook Connect,,,United States,,,,,2020-10-28 14:14,,America/New_York,,2020-10-28 14:14,50900484,,,lexset.ai,2017,LexsetAI,,,,,"LexSet solves the biggest problem for computer vision AI with TDaaS (Training Data as a Service), using 3D content to create photo-realistic synthetic data to train Vision AI models.",1000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4713036553,,2020-10-27 15:26,,,,,,endearhq.com,,,,,,,10,,,,,,,,,,,,,,,1,1,,,,0.40762347,,,,,https://www.facebook.com/joinarthur,2020-10-26 13:06,Outbound retailing & clienteling app for fashion retailers. Transform your store associates into digital marketers with tools that empower them to engage customers across channels. (Formerly Arthur),,New York,Endear,0,,,,,,(917)336-5242,,,Cole Whritenour,Responded,2020-10-26 13:07,,,2020-10-26 13:06,CO,Seamless,https://www.linkedin.com/company/endearhq,,Cole Whritenour,0,,,,,,,,,2020-10-26 13:07,,,,Mailchimp; Segment; Google Analytics; Intercom; Google Apps; Facebook Advertiser; Amazon Cloudfront; Shopify; Cloud Flare; Woo Commerce,,,United States,,,,,,,America/Denver,,,50900484,,,endearhq.com,2016,EndearHQ,,,,,Outbound retailing & clienteling app for fashion retailers. Transform your store associates into digital marketers with tools that empower them to engage customers across channels. (Formerly Arthur),1000000,,,,,,,,false,,11908782,,,Cole Whritenour,,
4691641932,,2020-10-26 22:08,,,,,,cerberussentinel.com,,,,,,,200,,,,,,,,,,,2020-10-21 16:20,,,,1,1,,,,0.40762347,,,,,,2020-10-21 16:19,,,Scottsdale,Cerberus Cyber Sentinel,0,,,,,,(602)421-9000,,,Michael Stern,responded,2020-10-21 16:20,,,2020-10-21 16:19,AZ,ron pollack,https://www.linkedin.com/company/cerberus-sentinel,,Michael Stern,0,,,,,,,,,2020-10-21 16:20,,,,Microsoft Exchange Online; Microsoft Office 365; Godaddy Nameserver; Outlook; Wordpress; Google Analytics; Woo Commerce,,,United States,,,,,,,America/Phoenix,,,36116174,,,cerberussentinel.com,,,,,,,,,,,,,,,,false,,6846587,,,Michael Stern,,
4674763911,,2020-10-29 09:41,,,11753,,,itutor.com,,,,,0,,200,,,0,,,0,,,,,2020-10-21 13:02,,,,4,6,,,Offline Sources,0.559685886,,,,,https://facebook.com/itutorfanpage,2020-10-19 13:31,"Headquartered in New York, iTutor Inc. is a team of highly seasoned professionals who with over a decade of experience have created the premiere online tutoring platform. Our programs unlock & optimize the learning potential of students from all over t...",,Jericho,iTutor,0,,,,,0,855-694-8886,,,Michael Stern,responded,2020-10-29 09:41,,,2020-10-26 22:10,NY,ligo partners,https://www.linkedin.com/company/itutor-inc-,,,2,SALES,,,0,,BCC_TO_CRM,,,2020-10-29 01:20,400 JERICHO TPKE,,,Route 53; Pardot; Google Tag Manager; Google Analytics; Mandrill; Intercom; Google Apps; AdRoll; Sukuri/Cloudproxy,,,United States,,,,,2020-10-19 13:31,,America/New_York,,2020-10-19 13:31,36116174,2020-10-29 09:41,,itutor.com,2013,itutor,,,,,"Headquartered in New York, iTutor Inc. is a team of highly seasoned professionals who with over a decade of experience have created the premiere online tutoring platform. Our programs unlock & optimize the learning potential of students from all over t...",10000000,,,,Computer Software,,,STE 111,false,,6846587,,,Michael Stern,,
4665412833,,2020-10-26 22:12,,,,,,thehiveeffect.co,,,,,0,,10,,,0,,,0,,,,,,,,,0,1,,,Offline Sources,0.386251181,,,,,,2020-10-19 10:54,A consultancy that partners with people and organisations to achieve Sustainable Development Goals.,,Valletta,The Hive Effect,0,,,,,0, +356 9935 9323,,,Michael Stern,N/A,2020-10-19 10:55,,,2020-10-26 22:12,NA - Malta,UWC,https://www.linkedin.com/company/thehiveeffect,,,1,CONTACTS,,,0,,CRM_UI,,,,,,,Squarespace; Typekit By Adobe; Namecheap Dns; Google Analytics; Google Apps,,,Malta,,,,,2020-10-19 10:54,,Europe/Malta,,2020-10-19 10:54,36116174,,,thehiveeffect.co,2018,stevenfrigerio,,,,,A consultancy that partners with people and organisations to achieve Sustainable Development Goals.,1000000,,,,,,,,false,,6846587,,,Michael Stern,,
4661653802,,2020-10-27 23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0.40762347,,,,,,2020-10-18 20:57,,,,Veradis,0,,,,,,,,,Anthony Edwards,No response ,2020-10-18 20:57,,,2020-10-18 20:57,,Zoominfo,,,Anthony Edwards,0,,,,,,,,,,,,,,,,,,,,,,,,,,50982406,,Startup,,,,,,,,,,,,,,,,,,,11940760,,,Anthony Edwards,,
4660982147,,2020-10-27 22:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0.40762347,,,,,,2020-10-18 20:54,,,,Maxone,0,,,,,,,,,Anthony Edwards,Responded,2020-10-18 20:54,,,2020-10-18 20:54,,Zoominfo,,,Anthony Edwards,0,,,,,,,,,,,,,,,,,,,,,,,,,,50982406,,Startup,,,,,,,,,,,,,,,,,,,11940760,,,Anthony Edwards,,
4661682616,,2020-10-27 23:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0.40762347,,,,,,2020-10-18 20:47,,,,Adzerk,0,,,,,,,,,Anthony Edwards,Responded ,2020-10-18 20:47,,,2020-10-18 20:47,,Zoominfo,,,Anthony Edwards,0,,,,,,,,,,,,,,,,,,,,,,,,,,50982406,,Startup,,,,,,,,,,,,,,,,,,,11940760,,,Anthony Edwards,,
4647271077,,2020-10-26 22:08,,,,,,adionatech.com,,,,,0,,10,,,0,,,0,,,,,2020-10-16 14:14,,,,1,1,,,Offline Sources,0.386251181,,,,,,2020-10-16 14:13,Adiona Workforce Geo-Optimization. We help reduce commute time and increase logistics efficiency through AI-driven geo-optimisation.,,Sydney,Adiona,0,,,,,0, +61 2 8328 0197,,,Michael Stern,responded,2020-10-16 14:14,,,2020-10-18 20:09,New South Wales,Urban-X,https://www.linkedin.com/company/staybil,,,1,CONTACTS,,,0,,CRM_UI,,,2020-10-16 14:14,,,,Google Cloud; Facebook Connect; Google Apps; Google Analytics; DoubleClick Ads; Google Tag Manager,,,Australia,,,,,2020-10-16 14:13,,Australia/Sydney,,2020-10-16 14:13,36116174,,,adionatech.com,2017,adionatech,,,,,Adiona Workforce Geo-Optimization. We help reduce commute time and increase logistics efficiency through AI-driven geo-optimisation.,1000000,,,,,,,,false,,6846587,,,Michael Stern,,
4640041846,,2020-10-29 03:00,,,46250,,,marketwagon.com,,,,,0,,10,,,0,,,0,,,,,2020-10-16 14:46,,,,2,2,,,Offline Sources,0.408465147,,,,,,2020-10-15 21:00,https://t.co/Eo9tYyYxSO is an Online Farmers Market That Delivers! Place your order by Tuesday each week for Thursday delivery.,,Indianapolis,Market Wagon LLC,0,,,,,0,,,,Michael Stern,responded,2020-10-16 14:46,,,2020-10-18 20:09,IN,Gener8tor,https://www.linkedin.com/company/marketwagon,,,1,SALES,,,0,,BCC_TO_CRM,,,2020-10-16 14:46,6330 East 75th Street,,,Apache; Google Tag Manager; Facebook Connect; Google Analytics; Godaddy Nameserver; Google Apps; Facebook Advertiser; Sukuri/Cloudproxy,,,United States,,,,,2020-10-15 21:00,,America/Indiana/Indianapolis,,2020-10-15 21:00,36116174,,,marketwagon.com,2017,marketwagon,,,,,https://t.co/Eo9tYyYxSO is an Online Farmers Market That Delivers! Place your order by Tuesday each week for Thursday delivery.,,,,,,,,,false,,6846587,,,Michael Stern,,
4639783337,,2020-10-29 09:51,,,94403,,,readyset.co,,,,,0,,25,,,0,,,0,,,,,,,,,3,6,,,Offline Sources,0.450126261,,,,,,2020-10-15 17:11,,,San Mateo,Readyset,0,,,,,0,,,,Michael Stern,responded,2020-10-29 09:50,,,2020-10-18 20:09,CA,another startup (Onward),https://www.linkedin.com/company/readysetco,,,1,SALES,,,0,,BCC_TO_CRM,,,2020-10-29 01:21,2955 Campus Drive,,,App Nexus; Wordpress; Google Tag Manager; Facebook Connect; Facebook Advertiser; Vimeo; Recaptcha; Cloud Flare; Google Analytics; Intercom; Piwik; Google Apps; AdRoll; HubSpot,,,United States,,,,,2020-10-15 17:11,,America/Los_Angeles,,2020-10-15 17:11,36116174,2020-10-29 09:50,,readyset.co,2019,,,,,,"Get video content and ads for Facebook, Instagram, TikTok, YouTube and other social platforms.",,,,,,,,,false,,6846587,,,Michael Stern,,
4633147878,,2020-10-26 22:08,,,,,,healthycow.ca,,,,,0,,10,,,0,,,0,,,,,,,,,1,1,,,Offline Sources,0.386251181,,,,,,2020-10-14 18:08,"Healthy Cow is a biotech for the dairy sector and help cows stay healthy by assuring a healthy vaginal microbiome, and applying new and novel bovine microbiome research",,,Healthy Cow,0,,,,,0,,,,Michael Stern,responded,2020-10-14 18:08,,,2020-10-18 20:09,,incoming,https://www.linkedin.com/company/healthy-cow-corporation,,,1,SALES,,,0,,BCC_TO_CRM,,,2020-10-14 18:08,,,,,,,Canada,,,,,2020-10-14 18:08,,,,2020-10-14 18:08,36116174,,,healthycow.ca,,heal_thy_cow,,,,,"Healthy Cow is a biotech for the dairy sector and help cows stay healthy by assuring a healthy vaginal microbiome, and applying new and novel bovine microbiome research",,,,,,,,,false,,6846587,,,Michael Stern,,
